Id	Proxy	Country	City
2455	134.236.251.224:53281	 TH	Bangkok
2456	91.214.31.37:53281	 UA	Zaporizhia
2457	95.71.122.177:9001	 RU	Belgorodskaya Oblast'
2458	125.99.236.81:53281	 IN	
2459	172.84.124.46:56037	 US	New Jersey
2460	200.116.32.32:8080	 CO	Antioquia
2461	103.106.28.17:53281	 IN	
2462	87.249.205.103:8080	 RU	Chelyabinsk
2463	106.51.252.234:8080	 IN	
2464	175.100.98.160:8080	 KH	
2465	123.231.225.85:53281	 ID	
2466	180.250.77.218:8080	 ID	Banten
2467	103.55.69.145:53281	 PK	Islamabad
2468	112.208.255.52:53281	 PH	Quezon
2469	103.37.95.110:3128	 JP	Okinawa
2470	94.130.126.94:8080	 DE	
2471	191.252.109.29:8080	 BR	
2472	138.59.176.243:8080	 HN	
2473	192.169.138.2:61294	 US	Arizona
2474	62.1.84.229:8080	 GR	
2475	92.241.110.223:53281	 RU	Smolenskaya Oblast'
2476	78.57.227.227:53281	 LT	Klaipda City Municipality
2477	80.250.220.163:8080	 RU	Moscow
2478	36.67.16.209:53281	 ID	
2479	89.28.53.42:8080	 MD	
2480	79.148.238.176:8080	 ES	Araba / lava
2481	115.70.208.154:8080	 AU	New South Wales
2482	103.72.169.35:53281	 IN	
2483	178.213.144.238:41258	 RU	Moscow
2484	213.59.155.159:41258	 RU	Stavropol'skiy Kray
2485	149.255.243.218:53281	 IQ	
2486	103.211.233.252:53281	 ID	Central Java
2487	117.103.82.130:53281	 BD	Dhaka
2488	90.181.101.121:8080	 CZ	Hlavni mesto Praha
2489	217.12.212.150:18963	 UA	
2490	139.255.97.12:53281	 ID	
2491	184.178.172.5:15303	 US	Kansas
2492	218.24.45.194:1080	 CN	Liaoning
2493	193.112.239.242:1080	 CN	Beijing
2494	79.136.136.54:8080	 RU	Tomskaya Oblast'
2495	112.140.184.147:3129	 SG	
2496	69.55.223.64:41766	 US	Washington
2497	200.52.130.116:53281	 MX	Mexico City
2498	181.189.210.1:8080	 AR	Santa Fe
2499	142.44.137.222:80	 CA	Quebec
2500	128.199.96.14:8080	 SG	Central Singapore Community Development Council
2501	81.163.36.46:41258	 RU	Dagestan
2502	63.246.49.63:8080	 US	Texas
2503	103.89.63.137:53281	 IN	
2504	185.156.214.34:80	 LB	
2505	199.255.119.229:53281	 PR	
2506	47.75.186.178:1080	 US	California
2507	178.189.11.134:41766	 AT	
2508	195.178.33.86:8080	 RS	
2509	190.7.182.57:20183	 BR	Minas Gerais
2510	201.44.187.67:20183	 BR	Parana
2511	109.197.188.6:8080	 PL	Silesia
2512	77.233.199.10:41258	 RU	Moscow
2513	84.59.10.190:8080	 DE	Rheinland-Pfalz
2514	103.98.78.6:53281	 IN	
2515	110.34.12.138:53281	 NP	Bagmati Zone
2516	75.109.208.168:54342	 US	Texas
2517	89.175.159.210:8080	 RU	Moscow
2518	77.232.167.62:8080	 RU	
2519	82.78.94.36:8080	 RO	Judetul Cluj
2520	46.105.57.150:7016	 FR	
2521	93.115.138.250:8080	 MD	
2522	117.102.224.138:3128	 ID	East Java
2523	37.59.8.29:24511	 FR	
2524	190.64.135.122:53281	 UY	Departamento de Montevideo
2525	185.160.60.142:8080	 UA	Kharkivs'ka Oblast'
2526	198.23.197.163:2018	 US	New York
2527	81.162.56.154:8081	 RU	
2528	94.232.34.121:41258	 PL	Silesia
2529	164.160.142.152:8080	 BJ	
2530	110.170.150.49:8080	 TH	Bangkok
2531	104.28.25.47:80	 US	
2532	110.78.168.200:62225	 TH	Bangkok
2533	14.46.16.29:80	 KR	Daegu
2534	31.45.235.206:8080	 HR	
2535	85.114.203.241:8080	 UA	Kyiv City
2536	87.121.48.176:41766	 BG	
2537	114.46.152.140:1080	 TW	Taichung City
2538	142.165.167.117:53281	 CA	Saskatchewan
2539	83.2.189.123:8080	 PL	
2540	200.114.80.9:8080	 AR	Buenos Aires
2541	104.28.5.163:80	 US	
2542	95.48.235.246:53281	 PL	
2543	185.148.220.11:8081	 RU	
2544	189.86.107.36:20183	 BR	Amazonas
2545	210.1.58.213:8080	 TH	
2546	211.21.120.163:8080	 TW	
2547	103.228.78.124:8080	 IN	Gujarat
2548	1.186.91.206:8080	 IN	
2549	176.74.13.110:8080	 RU	Moscow
2550	46.105.57.149:33980	 FR	
2551	91.216.173.157:8080	 UA	Kyiv City
2552	51.15.226.10:80	 FR	
2553	198.199.120.102:8080	 US	New Jersey
2554	122.144.0.82:53281	 ID	Jakarta
2555	103.111.54.138:8080	 NP	undefined
2556	200.186.108.125:8080	 BR	
2557	187.73.224.70:8080	 BR	Espirito Santo
2558	46.63.58.115:8080	 UA	Khmel'nyts'ka Oblast'
2559	91.226.35.93:53281	 UA	Transcarpathia
2560	118.24.52.61:1080	 CN	Beijing
2561	103.76.196.41:8080	 BD	Dhaka
2562	154.57.12.249:80	 US	
2563	37.186.201.150:8080	 IT	Provincia di Verona
2564	104.28.5.239:80	 US	
2565	51.254.35.77:3128	 FR	
2566	86.57.232.4:80	 BY	Minsk City
2567	114.57.33.214:8080	 ID	Central Java
2568	52.208.125.199:80	 IE	Leinster
2569	186.195.228.18:20183	 BR	
2570	116.97.230.55:53281	 VN	Thanh Pho Ha Noi
2571	41.78.242.1:53281	 GA	
2572	186.95.189.162:8080	 VE	Lara
2573	46.105.57.149:43659	 FR	
2574	123.108.201.202:82	 IN	Andhra Pradesh
2575	212.164.235.229:8080	 RU	Novosibirskaya Oblast'
2576	83.208.33.250:8080	 CZ	
2577	202.169.35.250:8080	 ID	Jakarta
2578	179.219.137.46:8080	 BR	Rio Grande do Sul
2579	191.102.51.40:8080	 NI	Departamento de Managua
2580	47.75.95.150:80	 US	California
2581	46.105.57.150:17760	 FR	
2582	200.34.219.26:8080	 BR	Goias
2583	159.255.183.113:41258	 PL	
2584	46.238.120.147:8080	 PL	Greater Poland
2585	37.220.70.191:53281	 RS	Nisava
2586	24.172.82.94:53281	 US	North Carolina
2587	103.25.121.194:53281	 BD	Dhaka
2588	188.130.174.29:8080	 RU	Tatarstan
2589	103.216.144.21:8080	 IN	Maharashtra
2590	200.148.126.102:3128	 BR	Sao Paulo
2591	217.61.108.24:80	 DE	Hesse
2592	46.4.162.119:3128	 DE	
2593	209.88.95.218:80	 ZW	Harare
2594	83.168.86.66:8090	 PL	West Pomerania
2595	45.64.137.242:8080	 BD	Dhaka
2596	103.28.149.180:3128	 ID	
2597	91.218.209.246:8080	 PL	
2598	190.96.91.243:8080	 CL	Santiago Metropolitan
2599	1.55.240.156:53281	 VN	Thanh Pho Ha Noi
2600	62.81.76.18:8080	 ES	
2601	67.205.154.3:80	 US	New Jersey
2602	95.215.46.222:1080	 LV	
2603	203.77.224.186:63909	 ID	Jakarta
2604	190.12.58.187:53281	 EC	Provincia de Pichincha
2605	176.62.180.209:63909	 RU	Moscow Oblast
2606	94.247.244.106:3128	 RU	St.-Petersburg
2607	177.184.139.213:8080	 BR	Ceara
2608	43.239.72.44:53281	 BD	Comilla
2609	74.123.23.40:63744	 US	Tennessee
2610	103.26.55.137:8080	 IN	Maharashtra
2611	112.78.32.28:8080	 ID	Yogyakarta
2612	182.253.113.42:53281	 ID	Central Java
2613	169.239.40.50:53281	 CM	
2614	110.78.151.112:53281	 TH	Changwat Yasothon
2615	150.242.109.120:31773	 TL	Ermera
2616	177.84.18.39:6667	 BR	
2617	167.99.193.171:3128	 US	New York
2618	177.21.108.219:20183	 BR	Ceara
2619	94.154.31.136:53281	 PL	Greater Poland
2620	129.205.97.60:53281	 NG	
2621	94.232.57.117:8080	 RU	Chuvashia
2622	51.15.132.75:8118	 FR	
2623	88.135.179.153:41258	 PL	Silesia
2624	154.73.159.253:8585	 ZA	Gauteng
2625	84.43.242.33:8080	 BG	Varna
2626	89.111.104.113:41258	 CZ	st nad Orlic District
2627	79.143.226.20:8080	 RU	Kurskaya Oblast'
2628	174.71.144.89:53281	 US	Arkansas
2629	103.26.54.94:8080	 IN	Maharashtra
2630	183.81.152.198:8080	 ID	West Java
2631	169.239.166.80:53281	 ZA	Limpopo
2632	103.109.111.150:53281	 IN	
2633	92.248.174.24:53281	 RU	Sverdlovskaya Oblast'
2634	85.66.92.13:8080	 HU	
2635	119.82.251.6:53281	 KH	Phnom Penh
2636	46.37.192.29:8080	 UA	Odessa
2637	103.204.231.166:8080	 IN	
2638	78.142.34.127:53281	 BG	
2639	31.46.236.6:8080	 HU	Gyr-Moson-Sopron
2640	168.194.153.24:20183	 BR	Minas Gerais
2641	182.16.181.90:53281	 ID	Jakarta
2642	92.244.158.101:8080	 RS	
2643	159.65.162.141:80	 US	New Jersey
2644	103.233.109.25:53281	 ID	Jakarta
2645	92.51.114.106:53281	 GE	
2646	118.97.238.26:8080	 ID	
2647	46.105.57.150:53208	 FR	
2648	178.49.140.250:8080	 RU	Novosibirskaya Oblast'
2649	89.169.203.222:44331	 RU	Moscow
2650	151.237.199.7:53281	 ES	
2651	103.59.213.225:8080	 IN	Maharashtra
2652	188.166.191.110:8080	 SG	Central Singapore Community Development Council
2653	202.70.33.190:8080	 MN	
2654	178.149.88.84:41766	 RS	
2655	45.249.102.26:8080	 BD	Chittagong
2656	87.101.225.82:8080	 SA	
2657	177.152.187.230:53281	 BR	Piaui
2658	194.29.63.131:8080	 UA	Kyiv City
2659	91.205.131.102:8080	 RU	Dagestan
2660	87.120.55.122:53281	 BG	Burgas
2661	168.196.24.112:53281	 AR	
2662	138.68.235.8:3128	 US	California
2663	185.66.175.156:3128	 ES	
2664	213.176.244.206:8080	 RU	Vologodskaya Oblast'
2665	138.197.157.66:8080	 CA	Ontario
2666	103.216.82.148:6667	 IN	Gujarat
2667	144.202.22.51:10080	 US	Pennsylvania
2668	187.1.57.54:3128	 BR	Minas Gerais
2669	2.126.81.130:8080	 GB	Edinburgh
2670	103.228.117.243:8080	 ID	West Java
2671	177.155.199.30:53281	 BR	Minas Gerais
2672	185.8.238.188:8181	 CZ	
2673	183.91.77.50:8080	 ID	
2674	89.20.135.204:10000	 RU	Moscow
2675	139.59.101.223:3128	 SG	Central Singapore Community Development Council
2676	192.169.196.126:29324	 US	Arizona
2677	173.212.203.209:80	 DE	
2678	37.59.8.29:57608	 FR	
2679	148.102.57.122:8080	 PE	Lima
2680	202.57.10.154:808	 ID	Jakarta
2681	92.124.198.66:3128	 RU	Respublika Buryatiya
2682	188.0.138.147:8080	 KZ	
2683	93.171.190.231:8080	 RU	Chelyabinsk
2684	45.125.223.26:8080	 BD	Chittagong
2685	202.147.207.235:53281	 ID	Jakarta
2686	182.253.115.99:53281	 ID	Central Java
2687	42.98.143.99:80	 HK	Central and Western District
2688	46.242.1.182:8081	 RU	Moscow
2689	180.183.17.237:8080	 TH	
2690	84.43.188.204:53281	 BG	
2691	217.13.222.163:8080	 RU	Stavropol'skiy Kray
2692	110.77.183.130:8080	 TH	Bangkok
2693	119.15.155.158:8080	 BD	Dhaka
2694	46.105.57.149:35993	 FR	
2695	79.190.145.143:3128	 PL	
2696	148.251.85.53:3128	 DE	
2697	91.201.122.130:41258	 PL	Silesia
2698	103.249.132.161:53281	 IN	
2699	89.110.53.72:8080	 RU	St.-Petersburg
2700	187.237.138.190:53281	 MX	Guanajuato
2701	170.79.177.190:6667	 BR	Paraba
2702	178.48.157.144:8080	 HU	Pest megye
2703	213.32.113.36:8080	 FR	
2704	94.141.158.71:8080	 PL	Greater Poland
2705	187.62.196.134:8080	 BR	Minas Gerais
2706	181.15.167.219:8080	 AR	
2707	93.156.177.91:53281	 ES	Asturias
2708	195.64.150.100:41258	 PL	
2709	158.255.234.84:8080	 ES	
2710	180.234.223.91:8080	 BD	Dhaka
2711	103.56.207.206:8080	 ID	West Java
2712	103.233.109.174:53281	 ID	Jakarta
2713	125.21.43.82:8080	 IN	National Capital Territory of Delhi
2714	189.86.107.35:20183	 BR	Amazonas
2715	103.85.163.6:8080	 BD	
2716	12.162.8.175:80	 US	
2717	192.169.218.61:2055	 US	Arizona
2718	104.28.17.191:80	 US	
2719	176.37.5.249:8080	 UA	Kyiv City
2720	114.199.123.194:8080	 ID	Jakarta
2721	195.218.144.150:8080	 RU	
2722	168.195.181.210:53281	 BR	Pernambuco
2723	175.139.207.88:8080	 MY	Kuala Lumpur
2724	103.10.62.158:53281	 ID	Jakarta
2725	46.174.10.18:8080	 RU	Moscow
2726	62.201.228.222:8080	 IQ	Anbar
2727	110.235.195.115:8080	 IN	
2728	77.239.133.146:3128	 IT	
2729	138.122.108.49:8081	 EC	Provincia del Guayas
2730	163.172.220.221:8888	 NL	North Holland
2731	103.76.175.85:8080	 ID	Banten
2732	213.192.75.138:53281	 PL	Pomerania
2733	213.6.228.86:53281	 PS	
2734	162.249.248.218:53281	 US	Washington
2735	180.246.206.108:3128	 ID	Central Java
2736	37.235.236.187:8080	 RU	Tambovskaya Oblast'
2737	218.187.125.35:1080	 TW	Taitung
2738	194.67.201.106:3128	 RU	
2739	37.59.8.29:3226	 FR	
2740	177.234.178.120:3128	 BR	Bahia
2741	103.6.10.252:8080	 KH	Kratie
2742	80.244.224.214:8080	 RU	Moscow
2743	50.63.167.72:2777	 US	Arizona
2744	45.117.1.85:8080	 IN	Maharashtra
2745	91.197.174.108:8080	 RU	Chuvashia
2746	139.59.99.113:8080	 SG	Central Singapore Community Development Council
2747	202.72.225.138:8080	 IN	Maharashtra
2748	192.169.140.162:12685	 US	Arizona
2749	207.154.231.216:8080	 DE	Hesse
2750	223.197.56.102:80	 HK	Central and Western District
2751	123.207.122.117:1080	 CN	Beijing
2752	204.48.31.200:8080	 US	California
2753	178.32.142.155:11877	 FR	
2754	198.199.127.16:80	 NL	North Holland
2755	173.193.90.192:3129	 US	Texas
2756	181.196.244.182:53281	 EC	Provincia de Pichincha
2757	23.226.85.113:8080	 US	New York
2758	80.94.251.231:8080	 MD	Unitatea Teritoriala din Stinga Nistrului
2759	88.76.37.21:8080	 DE	North Rhine-Westphalia
2760	104.162.174.48:8080	 US	New York
2761	180.183.193.41:8080	 TH	Changwat Ubon Ratchathani
2762	150.129.52.75:6667	 IN	Gujarat
2763	45.221.73.114:8080	 UG	
2764	91.201.188.94:41258	 UA	L'vivs'ka Oblast'
2765	178.33.39.195:9999	 FR	
2766	213.131.47.194:8080	 GE	K'alak'i T'bilisi
2767	103.81.104.153:53281	 BD	Dhaka
2768	204.52.206.65:8080	 US	Florida
2769	24.107.173.3:53281	 US	
2770	80.211.45.190:3128	 IT	Province of Arezzo
2771	180.183.198.197:8080	 TH	
2772	5.59.54.14:8080	 UA	Transcarpathia
2773	109.77.93.181:80	 IE	County Galway
2774	185.87.136.37:8080	 PL	Kujawsko-Pomorskie
2775	222.122.202.175:80	 KR	
2776	88.86.82.133:8081	 RU	Vologodskaya Oblast'
2777	191.176.146.144:8080	 BR	Federal District
2778	80.211.28.56:80	 IT	Province of Arezzo
2779	47.52.22.189:80	 HK	
2780	103.249.241.246:8080	 IN	
2781	201.82.228.247:80	 BR	Sao Paulo
2782	95.110.227.5:49971	 IT	Province of Arezzo
2783	209.97.163.10:80	 US	California
2784	170.81.237.159:53281	 BR	
2785	41.90.115.18:8080	 KE	
2786	85.109.69.222:9090	 TR	
2787	177.87.8.65:53281	 BR	Bahia
2788	190.113.181.210:53281	 AR	Santa Fe
2789	45.221.73.46:8080	 UG	
2790	193.86.236.19:8080	 CZ	Hlavni mesto Praha
2791	110.50.85.174:8080	 ID	Jakarta
2792	109.248.236.92:8080	 KZ	Qostanay Oblysy
2793	103.81.153.132:8080	 IN	
2794	91.196.159.214:8080	 UA	Kyiv City
2795	201.73.109.194:8080	 BR	Federal District
2796	40.86.201.250:80	 CA	Quebec
2797	187.12.46.218:8080	 BR	
2798	46.105.57.150:24797	 FR	
2799	81.163.54.160:41258	 RU	Dagestan
2800	5.228.166.234:53281	 RU	Moscow
2801	198.71.161.133:80	 US	Arizona
2802	104.236.206.239:8080	 US	New Jersey
2803	171.100.9.150:8080	 TH	Bangkok
2804	187.12.59.74:8080	 BR	
2805	109.200.155.197:8080	 UA	Republic of Crimea
2806	182.160.104.213:8080	 BD	Dhaka
2807	93.182.72.36:8080	 TR	
2808	209.97.173.214:8000	 US	California
2809	78.189.25.202:8080	 TR	Istanbul
2810	170.81.143.9:53281	 MX	Aguascalientes
2811	213.129.57.10:80	 RU	Chukot
2812	43.252.73.91:80	 ID	Jakarta
2813	54.38.39.82:3128	 FR	
2814	200.105.107.141:8080	 AR	Cordoba
2815	36.89.194.195:53281	 ID	
2816	83.174.203.210:1080	 RU	
2817	201.139.117.38:53281	 MX	Puebla
2818	75.186.3.36:53281	 US	Ohio
2819	203.189.133.25:8080	 KH	
2820	85.234.126.107:55555	 RU	Irkutskaya Oblast'
2821	213.6.155.17:53281	 PS	
2822	178.128.165.198:8080	 GR	
2823	89.207.92.165:8080	 RU	Moscow
2824	138.68.161.157:3128	 GB	England
2825	188.115.185.129:8080	 UA	Odessa
2826	200.122.217.82:8080	 CO	Antioquia
2827	142.165.84.205:53281	 CA	Saskatchewan
2828	37.187.99.146:3128	 FR	
2829	62.201.213.99:8080	 IQ	Anbar
2830	103.28.160.86:8081	 AU	
2831	42.115.2.172:53281	 KH	Phnom Penh
2832	190.0.16.26:8080	 CO	Antioquia
2833	66.234.21.37:53281	 CA	Manitoba
2834	185.147.116.138:41258	 IT	Province of Palermo
2835	103.252.163.119:3128	 ID	
2836	47.75.135.72:80	 US	California
2837	180.253.124.64:8080	 ID	West Java
2838	181.191.216.1:53281	 BR	Rio de Janeiro
2839	195.209.176.2:8080	 RU	
2840	5.158.119.119:8080	 RU	Khanty-Mansia
2841	119.28.186.143:1080	 CN	Beijing
2842	84.10.4.195:8080	 PL	Pomerania
2843	78.189.65.220:8080	 TR	Istanbul
2844	117.212.92.65:53281	 IN	Rajasthan
2845	167.99.127.234:8080	 US	New York
2846	60.248.199.206:80	 TW	
2847	110.137.204.209:53281	 ID	West Java
2848	65.182.107.219:8975	 US	Arizona
2849	163.172.181.29:80	 GB	
2850	35.176.133.183:3128	 GB	England
2851	81.24.82.225:8080	 RU	Dagestan
2852	188.75.2.106:8080	 RU	Moscow
2853	212.126.119.238:8080	 IQ	Anbar
2854	129.144.181.97:80	 US	California
2855	24.247.62.176:53281	 US	Michigan
2856	103.218.101.230:8080	 IN	
2857	94.227.156.156:8080	 BE	Flemish Brabant Province
2858	88.117.233.210:53281	 AT	
2859	103.36.35.106:8080	 ID	Jakarta
2860	46.105.57.149:7016	 FR	
2861	137.74.70.132:8080	 FR	
2862	177.43.89.61:8081	 BR	Goias
2863	116.197.131.212:8080	 ID	Jakarta
2864	91.247.250.252:8080	 RU	Moscow Oblast
2865	108.61.199.94:3128	 NL	North Holland
2866	77.85.169.81:8080	 BG	
2867	51.15.171.56:8118	 FR	
2868	190.152.124.110:53281	 EC	Provincia de Pichincha
2869	62.213.87.188:8080	 RU	
2870	157.119.207.98:6667	 IN	
2871	169.1.176.131:53281	 ZA	KwaZulu-Natal
2872	79.190.145.142:3128	 PL	
2873	159.89.162.177:3128	 IN	Karnataka
2874	213.59.155.29:41258	 RU	Stavropol'skiy Kray
2875	110.136.251.63:3128	 ID	Southeast Sulawesi
2876	192.241.187.83:31650	 US	New York
2877	187.120.33.161:20183	 BR	Espirito Santo
2878	212.28.84.105:53281	 MD	Chiinu Municipality
2879	213.234.28.94:8080	 RU	Volgogradskaya Oblast'
2880	223.207.190.194:8080	 TH	
2881	188.226.141.217:8080	 NL	North Holland
2882	203.142.66.194:8080	 ID	Jakarta
2883	187.4.110.58:53281	 BR	Bahia
2884	185.68.195.104:8080	 IT	
2885	212.90.56.118:8080	 UA	Kyiv City
2886	192.169.196.126:46871	 US	Arizona
2887	103.21.163.76:6666	 IN	
2888	202.69.38.82:8080	 PK	
2889	88.68.83.55:8080	 DE	Saarland
2890	186.4.170.190:8080	 EC	
2891	92.223.239.236:53281	 IT	Provincia di Varese
2892	125.165.9.132:8080	 ID	Yogyakarta
2893	202.153.233.228:8080	 ID	Jakarta
2894	103.214.77.34:8080	 NP	
2895	212.91.188.165:3128	 BG	
2896	212.129.8.156:8080	 FR	
2897	103.228.118.238:8080	 ID	West Java
2898	66.57.224.211:53281	 US	North Carolina
2899	178.128.151.22:8080	 GR	
2900	43.245.216.74:53281	 KH	Kampot
2901	89.218.22.178:8080	 KZ	
2902	122.50.6.138:8080	 ID	Jakarta
2903	46.5.120.119:8080	 DE	Baden-Wrttemberg Region
2904	186.182.80.234:3128	 AR	Buenos Aires F.D.
2905	58.10.238.104:53281	 TH	Bangkok
2906	122.129.203.218:53281	 ID	West Nusa Tenggara
2907	223.241.214.44:1217	 CN	Anhui
2908	195.12.24.162:8080	 GB	Ealing
2909	61.247.186.137:8080	 BD	Dhaka
2910	154.119.50.246:53281	 ZA	Western Cape
2911	109.167.134.245:53281	 RU	St.-Petersburg
2912	51.255.126.115:1080	 FR	
2913	121.156.109.92:8080	 KR	
2914	94.240.8.160:53281	 PL	Mazovia
2915	46.105.57.150:16083	 FR	
2916	103.19.81.76:8080	 ID	
2917	177.222.249.6:8080	 BR	Minas Gerais
2918	24.178.213.98:53281	 US	Texas
2919	45.32.145.72:3128	 FR	Seine-Saint-Denis
2920	212.186.72.141:53281	 AT	Vienna
2921	195.190.100.90:8090	 RU	
2922	185.138.123.178:53281	 IQ	
2923	92.247.95.173:53281	 BG	Sofia-Capital
2924	103.208.75.6:53281	 IN	Maharashtra
2925	103.37.95.110:8000	 JP	Okinawa
2926	103.216.82.30:6667	 IN	Gujarat
2927	103.77.61.22:8080	 BD	Dhaka Division
2928	176.124.128.161:41258	 UA	Chernivtsi
2929	139.192.255.149:8080	 ID	Jakarta
2930	46.238.230.25:8080	 PL	
2931	80.122.74.122:41766	 AT	
2932	93.147.11.104:8080	 IT	Province of Terni
2933	193.227.49.82:80	 EG	
2934	14.36.4.200:3128	 KR	Seoul
2935	170.238.63.215:53281	 BR	
2936	208.97.31.229:53124	 US	Georgia
2937	159.65.194.5:8080	 NL	North Holland
2938	91.136.180.238:8080	 DE	North Rhine-Westphalia
2939	95.172.37.162:8080	 RU	Nizhegorodskaya Oblast'
2940	185.94.88.70:41258	 IT	Provincia di Verona
2941	209.234.102.84:8080	 US	California
2942	186.226.183.170:20183	 BR	Bahia
2943	46.0.236.108:53281	 RU	Samarskaya Oblast'
2944	51.255.161.222:80	 FR	
2945	50.63.153.173:42989	 US	Arizona
2946	186.154.251.18:8080	 CO	
2947	95.159.69.161:8080	 IQ	Anbar
2948	74.94.80.101:53281	 US	Minnesota
2949	103.59.214.73:8080	 IN	Maharashtra
2950	103.115.255.102:8080	 ZA	undefined
2951	203.185.65.61:53281	 TH	
2952	45.124.13.230:8080	 BD	Chittagong
2953	181.123.6.146:53281	 PY	
2954	50.63.153.173:54362	 US	Arizona
2955	212.67.88.193:41258	 CZ	Hlavni mesto Praha
2956	80.64.74.120:8080	 HU	Budapest
2957	131.221.216.222:3128	 BR	
2958	79.101.17.218:53281	 RS	Belgrade
2959	94.177.251.155:3128	 GB	Slough
2960	114.7.170.114:53281	 ID	Jakarta
2961	35.198.222.27:8080	 unknown	
2962	104.28.15.64:80	 US	
2963	103.99.75.204:808	 HK	Central and Western District
2964	212.116.103.82:8081	 RU	St.-Petersburg
2965	89.41.66.141:8080	 MD	Chiinu Municipality
2966	36.67.220.55:8080	 ID	
2967	128.199.125.245:8080	 SG	Central Singapore Community Development Council
2968	118.69.61.212:53281	 VN	Thanh Pho Ha Noi
2969	46.149.233.5:8080	 RU	Kemerovskaya Oblast'
2970	5.9.70.215:808	 DE	
2971	54.38.82.11:3128	 FR	
2972	86.7.158.140:8080	 GB	Liverpool
2973	103.5.230.68:31773	 KH	
2974	181.143.123.114:8080	 CO	Antioquia
2975	61.41.9.213:10081	 KR	
2976	37.59.8.29:19152	 FR	
2977	181.196.250.154:53281	 EC	Provincia de Pichincha
2978	80.94.162.58:8888	 BY	
2979	109.248.249.29:8081	 RU	Chuvashia
2980	202.148.20.218:80	 ID	Jakarta
2981	43.225.20.73:8080	 IN	Andhra Pradesh
2982	178.128.158.55:8080	 GR	
2983	103.59.212.93:8080	 IN	Maharashtra
2984	179.108.175.44:8080	 BR	Santa Catarina
2985	72.205.70.231:13626	 US	
2986	188.126.47.155:41258	 RU	Moscow Oblast
2987	197.249.130.108:8080	 MZ	
2988	194.126.183.141:53281	 UA	
2989	46.181.42.242:53281	 RU	Kemerovskaya Oblast'
2990	82.114.82.60:8080	 AL	
2991	177.154.161.58:8080	 BR	Espirito Santo
2992	177.19.228.131:3128	 BR	Santa Catarina
2993	190.246.184.98:8080	 AR	Cordoba
2994	95.174.121.119:53281	 RU	Rostov
2995	190.214.19.138:53281	 EC	Provincia de Pichincha
2996	95.87.193.226:8080	 BG	Sofia-Capital
2997	217.175.1.245:7777	 UA	Republic of Crimea
2998	95.156.66.94:8080	 RU	
2999	185.136.150.160:8080	 IQ	
3000	85.207.14.10:3128	 CZ	Okres Karlovy Vary
3001	173.212.203.209:8799	 DE	
3002	103.21.163.70:6667	 IN	
3003	96.9.83.23:53281	 KH	Preah Sihanouk
3004	195.33.244.202:53281	 TR	
3005	47.75.65.105:80	 US	California
3006	89.31.44.108:3128	 CZ	Kladno District
3007	91.221.165.218:8080	 RU	Rostov
3008	81.162.253.101:8080	 UA	Kyiv City
3009	203.77.239.114:53281	 ID	Jakarta
3010	77.94.203.96:3128	 RU	Saratovskaya Oblast'
3011	172.84.124.45:59310	 US	New Jersey
3012	37.229.126.233:39880	 UA	Khmel'nyts'ka Oblast'
3013	180.250.192.218:8080	 ID	
3014	182.253.93.4:53281	 ID	East Java
3015	212.156.172.151:1080	 TR	Istanbul
3016	213.32.254.189:8080	 IQ	
3017	186.42.214.186:53281	 EC	Provincia de Pichincha
3018	46.201.252.32:53281	 UA	Khersons'ka Oblast'
3019	41.76.245.86:8080	 BW	Kweneng District
3020	220.230.120.101:80	 KR	
3021	45.77.2.229:8080	 US	California
3022	170.244.211.120:53281	 EC	
3023	170.84.51.74:53281	 BR	Rio de Janeiro
3024	118.185.113.129:8080	 IN	
3025	85.207.96.146:8080	 CZ	Trutnov District
3026	106.51.252.225:8080	 IN	
3027	107.175.28.148:2018	 US	New York
3028	195.128.222.157:8080	 CZ	Beclav District
3029	36.79.167.18:53281	 ID	West Java
3030	195.239.63.150:8080	 RU	St.-Petersburg
3031	181.48.110.34:53281	 CO	Bogota D.C.
3032	155.93.112.110:53281	 NG	
3033	183.89.209.72:8080	 TH	Bangkok
3034	188.225.184.156:8080	 PS	
3035	212.19.22.193:8080	 RU	Khabarovsk
3036	175.139.218.9:8080	 MY	Melaka
3037	103.76.50.181:8080	 ID	North Sumatra
3038	189.204.200.45:53281	 MX	Campeche
3039	142.93.47.45:8080	 CA	Ontario
3040	177.126.159.201:6666	 BR	Rio Grande do Sul
3041	77.37.158.96:8080	 RU	Moscow
3042	36.84.58.48:8080	 ID	
3043	178.132.220.241:8080	 AL	
3044	181.143.22.243:8080	 CO	Antioquia
3045	178.234.153.108:8080	 RU	Lipetskaya Oblast'
3046	177.32.12.127:8080	 BR	Sao Paulo
3047	186.46.192.110:53281	 EC	Provincia de Pichincha
3048	94.231.134.122:8123	 RU	Samarskaya Oblast'
3049	125.209.123.186:8080	 PK	Sindh
3050	190.60.215.172:8080	 CO	Departamento del Choco
3051	189.39.122.142:20183	 BR	Pernambuco
3052	109.104.129.182:8080	 AL	
3053	94.240.17.56:53281	 PL	Lublin
3054	217.194.255.217:3128	 RU	
3055	85.214.120.1:3128	 DE	
3056	110.164.192.42:8080	 TH	
3057	125.167.43.131:80	 ID	East Java
